,Unnamed: 0,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
36,36,36,0.0560117221493838,0.0341889134979267,0.0245523336749746,0.0149236380503994,44.33509619880161,"[0.0047063052770059954, 0.0020882815252365452, 44.33511078026438]","[0.00457548941038533, 0.0023203841504491236, 44.33514513295988]","[0.004487767385916092, 0.00253733639252905, 44.33511452981914]","[0.004303663945741805, 0.002720714731208612, 44.33513354467799]","[0.004192826481747575, 0.002889527421893411, 44.3351344241395]","[0.00418587425499146, 0.003077772699156432, 44.335096977824286]","[0.004016935926716234, 0.0032734705780667933, 44.33506831336086]","[0.003865293358242743, 0.0034483528500900596, 44.3350085662802]","[0.003922132465397773, 0.0035853071721608783, 44.335053872902165]"
37,37,37,0.1372907976072551,0.4440295700617785,0.0120334069261337,0.1131743286862248,45.84624561735869,"[0.0026565471019866518, 0.02134192617239169, 45.84624341797186]","[0.0024875040486543806, 0.021374960662876568, 45.84624701587275]","[0.0023055596118786376, 0.021310931451934318, 45.84624851603947]","[0.0021950902690512503, 0.02128026256973823, 45.84624447026682]","[0.00202656098971162, 0.021349188391747063, 45.84623344539314]","[0.0018105634476554553, 0.021416204401066195, 45.84624371786288]","[0.001707824564828239, 0.021407418819465663, 45.846255182429]","[0.0017250541937919518, 0.02139713302725892, 45.84625197718892]","[0.0018521070970395424, 0.021418007490363315, 45.84624378788443]"
38,38,38,0.0141391128311112,0.0224807549255984,0.009035647244025,0.0120027670461175,42.95447101655044,"[0.002123951818583441, 0.0021199705288669486, 42.954487311988586]","[0.001949723306545577, 0.0022140987525232207, 42.954491622081854]","[0.0019019961898079144, 0.0022922128955296, 42.954446568710644]","[0.0017914073519106743, 0.0023647588457264587, 42.95448529894563]","[0.001590137085548664, 0.0024487456182572735, 42.95448912798239]","[0.0015343440433843553, 0.002555868639136563, 42.95444391175297]","[0.0015247747050160462, 0.0026619137112622107, 42.95448611183589]","[0.001303777541914665, 0.002744486425909921, 42.95448576631153]","[0.001047944518517007, 0.002808622592383184, 42.95444603156135]"
39,39,39,0.0691076791000905,0.0399707353225943,0.0325528796582936,0.0312451819132337,44.158921071787546,"[0.0051525204922524, 0.005737681740606957, 44.15893340578433]","[0.00526845773025042, 0.00592250810211315, 44.15896881731352]","[0.0053059970810460065, 0.006048732451072422, 44.15893968893391]","[0.00550420551852955, 0.006094326040796783, 44.158986738461145]","[0.0057103547848502655, 0.00608761782932806, 44.15898472673631]","[0.005772834636418909, 0.006107157022328992, 44.158893724535496]","[0.0059449368301189515, 0.006160556985344618, 44.158874720804114]","[0.006183869708398939, 0.00621598971571534, 44.15893484536063]","[0.006155249088003931, 0.006224052966100761, 44.15887352437456]"
40,40,40,0.0949445007345139,0.2027479599036659,0.0317573754455243,0.0658220115405535,45.59040202173416,"[0.005183315471780269, 0.012313845660966546, 45.59036748818806]","[0.005169910248171344, 0.012314169457826655, 45.59036959212659]","[0.005120882352550003, 0.012392234129920389, 45.59037070820029]","[0.005245265890699587, 0.012489102210174803, 45.590385867923835]","[0.005428040350131929, 0.012506384556854594, 45.5903714673673]","[0.0055325794603112936, 0.012478446382627878, 45.590360310866515]","[0.005717814903753567, 0.012521334100426627, 45.59047752246533]","[0.005987905697036636, 0.01261626596547755, 45.59054932710252]","[0.006012459023785653, 0.012738577503215723, 45.590424123503745]"
41,41,41,0.0733250704396767,0.0382067719292719,0.0436606128843926,0.0027558733965734,42.8755031393506,"[0.006980688436033772, 0.001061788584295458, 42.87551280223232]","[0.007225545580526666, 0.00075939123842192, 42.87542308254762]","[0.0073848474948496655, 0.0004503781808579351, 42.875559557955235]","[0.007654518306776618, 0.00018615558558849075, 42.8756066883438]","[0.007822572547083424, 0.00020193118722477158, 42.87545774225591]","[0.007850626069197349, 0.0004752846183507077, 42.875466133766224]","[0.008147610842074816, 0.0007947324079290816, 42.87557001592395]","[0.008614566159930255, 0.0011014366112099537, 42.87555934618806]","[0.008683284199532314, 0.0013843856953303897, 42.87541174147306]"
42,42,42,0.5869415975276653,0.4056399404094131,0.0197409373126414,0.0232446416918197,89.9782720104449,"[0.003568269098976306, 0.00427830112492531, 89.97996178727242]","[0.0035455470215591586, 0.004306962733169174, 89.9803277234181]","[0.0034875315169739917, 0.004329115268945122, 89.98007600049765]","[0.0034690445245270114, 0.004376972140620979, 89.97799616374236]","[0.0034103298971871233, 0.004404493287405755, 89.97587298938598]","[0.00332161416387924, 0.004403243828569996, 89.97516322426227]","[0.003228445122856392, 0.004417210196797447, 89.9757137053765]","[0.0031176999497665118, 0.004437443614758077, 89.97747272707502]","[0.00303759362460739, 0.004417818180893689, 89.97974970171656]"
43,43,43,0.1768213576139862,0.3937495693408491,0.1094516214403624,0.1727473842808145,42.32950414137912,"[0.02758494998091799, 0.032909092546321, 42.31147072191196]","[0.02292686167864477, 0.03301620248216955, 42.37168261658585]","[0.01726635533944349, 0.032651850100373137, 42.41436689089169]","[0.015990977895618486, 0.03254304131011271, 42.41702125421047]","[0.019257842128794365, 0.03305920633136856, 42.407699594556554]","[0.026276502048775206, 0.03383072975762795, 42.320738744810846]","[0.02266509278056835, 0.03287378076576947, 42.26554494572652]","[0.0055707006210573475, 0.03252212684514802, 42.28281154238182]","[0.025285076377353752, 0.03407897453684036, 42.248514402215676]"
44,44,44,0.0707264530083321,0.0378116139058661,0.0338495910249699,0.0066762792208647,44.24272988537963,"[0.005306086445012445, 0.0021485187281662247, 44.24320914039554]","[0.005477353371250454, 0.001924324424328611, 44.242402467042275]","[0.005534233447816971, 0.0016884614205822115, 44.2421165598675]","[0.0057384930267076195, 0.0014802800052426384, 44.24185826521671]","[0.005955437539211256, 0.0012787503853037366, 44.24204848704158]","[0.005965948795432164, 0.0010566497113621272, 44.24342286090884]","[0.006139482799225089, 0.0008120432608547892, 44.24339173390782]","[0.006485988235902313, 0.0005758870989329679, 44.24237017888454]","[0.006536989820527591, 0.00039058606642038086, 44.24288194909134]"
45,45,45,0.0751898970436302,0.0378122918351974,0.0443663770357897,0.0023897651904204,43.42248270370067,"[0.007820007537457997, 0.001103428194812192, 43.42252685222043]","[0.0078370417935585, 0.0008414908214441926, 43.42249098722225]","[0.007881202136546554, 0.0005595933669880352, 43.42248001934959]","[0.007953253172048407, 0.00027253348772972606, 43.4224918789163]","[0.00786206558882695, 0.0001130026302477988, 43.42248101065946]","[0.007875581751409969, 0.0002897276673650104, 43.42243550001095]","[0.00812332403975651, 0.0005785273045782492, 43.4224509931509]","[0.008102852221390403, 0.000879126663720537, 43.4225542281005]","[0.007790215334924887, 0.0011642749908632774, 43.42247528674398]"
46,46,46,0.0102169572049965,0.0365344834918124,0.0030008422828024,0.0102896096434514,42.44858764458524,"[0.0008472218741065554, 0.003139811415491412, 42.44859143348417]","[0.0007023063488757215, 0.002862188873274273, 42.44858148269799]","[0.000603765829436415, 0.0025777172334736343, 42.448577418295535]","[0.0004250048540927831, 0.0023000418584420913, 42.44858913992002]","[0.0004298356866962291, 0.0020297253447371794, 42.44858903824851]","[0.0004581044874406446, 0.0017523365034256143, 42.448581888300325]","[0.00043078482143168995, 0.0014582345173173867, 42.44858362475413]","[0.0006796389415018569, 0.0011527531514402454, 42.44858814786958]","[0.0009051926522030498, 0.0008485923951176608, 42.44859869821886]"
47,47,47,0.0262643382279838,0.0430330460228626,0.0139817637334124,0.0123330706666123,42.93802030187,"[0.0018285287668700777, 0.0013286971752840056, 42.93799508791139]","[0.0020160562070422206, 0.0015620445642177466, 42.938009054286674]","[0.0021087521361335673, 0.0018270044328469223, 42.93803531552735]","[0.002318266511111461, 0.002091847107216509, 42.93805458584911]","[0.0025084392054863405, 0.0023514105608447434, 42.93804507072459]","[0.002546038131981547, 0.0026164365754031216, 42.93802020360035]","[0.0027115855703474406, 0.0029090272767105844, 42.93799788201994]","[0.0030522283217591876, 0.0032053742876055804, 42.93800057172388]","[0.0031818442384091723, 0.003459800023623914, 42.93803122936119]"
48,48,48,0.0446983493806877,0.0406877755907074,0.0218512971403634,0.0033715756872315,44.24838843946033,"[0.004283147589601771, 0.0009643138833088931, 44.24838971485343]","[0.004128574778504939, 0.0007201936413094237, 44.24841122559422]","[0.004085268626363914, 0.0005279737648567939, 44.24840812800441]","[0.0039629622931994166, 0.0004427323941154778, 44.24840183786391]","[0.003779170526555762, 0.00046153534857037667, 44.248388035052734]","[0.0037326609547198623, 0.0005715313371708408, 44.248360910362855]","[0.003656426442506176, 0.0007631719659840181, 44.248378046286355]","[0.0033951539226206575, 0.0010041130781343428, 44.24839498015591]","[0.0032242489984495018, 0.0012425518800149302, 44.24837885678708]"
49,49,49,0.0573056613363167,0.0510120256386331,0.0287500408892798,0.0374448490030894,43.97506356744493,"[0.004972152171363115, 0.007199430694269777, 43.975071106903286]","[0.00502489222899269, 0.007237439011698142, 43.97506225641152]","[0.005076108221316544, 0.0072533583061890755, 43.975064259601]","[0.005112741289249294, 0.007278766197120918, 43.97504897868965]","[0.0050042297308674835, 0.007308846359995961, 43.97503925140858]","[0.004955293738714602, 0.007356290306471451, 43.975052609952215]","[0.00510869110201103, 0.007350913826323849, 43.97508053551597]","[0.005155920714508173, 0.007188289869790802, 43.975089496068364]","[0.005023191648497414, 0.006994078798419866, 43.975059817757156]"
50,50,50,0.0290114983757753,0.0226402948673519,0.0133481248540787,0.0130967729078554,44.70048739755362,"[0.002724769397641909, 0.0029839415991339737, 44.70048566670094]","[0.002587371134905756, 0.0029214162695165653, 44.70048325580245]","[0.002556205161999575, 0.0028071348203678446, 44.70048932893306]","[0.002455213489393792, 0.0026778019977868927, 44.700490608835494]","[0.0022911507998733746, 0.0025692485804400594, 44.700489375737746]","[0.0022509810058403278, 0.0024671878281250508, 44.70048632978471]","[0.0021828408921421545, 0.002332829812143257, 44.70048427758351]","[0.0019498946414613471, 0.002151477252000704, 44.70048670468593]","[0.001812417750845658, 0.0019524904351448452, 44.70048727686024]"
51,51,51,0.1192640821104948,0.0448472575446425,0.0584128614305221,0.0068774098390003,45.092770251482136,"[0.009381211795086646, 0.0009381200750079652, 45.09311708393468]","[0.009641176492168781, 0.0008691829507797538, 45.092938109262015]","[0.009815181923633034, 0.0009072752770712018, 45.09285550565133]","[0.010074500239420026, 0.00102298413007268, 45.09286177406527]","[0.010184917615571219, 0.0011989565150505176, 45.09290733826904]","[0.01019200383523007, 0.0014136231409752548, 45.092865723741006]","[0.010570968461274302, 0.001675903185341046, 45.09259176820031]","[0.011086781450627732, 0.0019130683004458594, 45.092269040388956]","[0.010991729820696568, 0.0020922255377123404, 45.092375756781024]"
52,52,52,0.1336226034842474,0.3801590471845227,0.0375844169574486,0.1299929840249439,43.75766474209175,"[0.009804266316656061, 0.024126788301893534, 43.754428607174255]","[0.009134277947725467, 0.02421877916842463, 43.75455587125711]","[0.007644742457182023, 0.02440775665526567, 43.757422601339975]","[0.006276908485348533, 0.024678729881994793, 43.76090562662082]","[0.005274007821511553, 0.024801712193048726, 43.7620343365875]","[0.005055217940587898, 0.024751406748039443, 43.76232659298543]","[0.006078155000138977, 0.02471776440857829, 43.76065152450738]","[0.008031938879338195, 0.024732186293436494, 43.757145169758964]","[0.009471294213784932, 0.024611069591271382, 43.75379973999043]"
53,53,53,0.0416053748539898,0.0580596171608462,0.0205329397482613,0.0488162836462331,42.27233454983762,"[0.008721018195657581, 0.008706522931213012, 42.27072451611443]","[0.00921822701987608, 0.009272507018809854, 42.26397966229674]","[0.006497046245437238, 0.009882236828813082, 42.27047172570665]","[0.004218705870580214, 0.010016580281107548, 42.272146241244094]","[0.005481975977390279, 0.009082195798498475, 42.27211927589818]","[0.006131726555532528, 0.00917308593362865, 42.27050135286152]","[0.006973735267757451, 0.01006608864375365, 42.27476263685623]","[0.00758851392501021, 0.010106644457952563, 42.27257384050585]","[0.006158586666684913, 0.010056306626702103, 42.273586824550456]"
54,54,54,0.0945997755307595,0.0209505301022128,0.0442172616545919,0.0142134754674757,44.20472758356976,"[0.007541243765037633, 0.002286082208386619, 44.20471346665785]","[0.007593384336347809, 0.002432532902878189, 44.20472254586672]","[0.007576854249410122, 0.002569053223464759, 44.204730266480674]","[0.007558180783212106, 0.0027033000803001325, 44.204726017376395]","[0.0076741215662530764, 0.0028583809031835, 44.20471111931745]","[0.0076974003242475195, 0.002977899999388335, 44.20470576323334]","[0.007659516936464902, 0.0030728775029936193, 44.20474894398227]","[0.007885312192220295, 0.0031559519728162817, 44.20472975400197]","[0.008165168822958329, 0.0031920140253933736, 44.20472948851045]"
55,55,55,0.0854572396580217,0.0268848465497066,0.0335270362120283,0.004192278632754,45.58012443978762,"[0.005671047926618566, 0.0008456437131623875, 45.58011768102737]","[0.005708706487180985, 0.0008376509759364727, 45.58011462109476]","[0.005681510770393484, 0.000824745905497691, 45.58011786147458]","[0.005658008652945546, 0.0008214989117984173, 45.58012660838432]","[0.005759540859375912, 0.0008578114406675952, 45.580128486758184]","[0.0058026201242287025, 0.0009187845619127559, 45.580121277928235]","[0.005780208507420843, 0.0009902883374133375, 45.5801251050169]","[0.005947654667789486, 0.0010525313049939329, 45.580114188282515]","[0.006130851019793221, 0.001086990668111692, 45.58013040677796]"
56,56,56,0.2942252821649978,0.1948325028972159,0.0133551416935819,0.0619961718284326,50.34866753538356,"[0.002842448957707743, 0.011867153097049414, 50.347497000355176]","[0.002774054531630321, 0.011834324686061725, 50.3475663860546]","[0.0025776930000287646, 0.011725865002425145, 50.34916769530995]","[0.0024300727897165783, 0.011651500760891807, 50.350561434906254]","[0.0024148316985349904, 0.011720266143315826, 50.34854663694398]","[0.002272210921317756, 0.0118315921224735, 50.34913615235127]","[0.0018782487050540454, 0.011744979512200642, 50.350628684646175]","[0.0016766183337795812, 0.01176146674088001, 50.34850759812868]","[0.0017605047753640446, 0.011634624183632399, 50.34751917189095]"
57,57,57,0.2562331776833105,0.0278796397435054,0.1223777353964324,0.0169117689469357,50.91030487574462,"[0.01871750861888535, 0.002540999864826336, 50.959501569643294]","[0.019559177864389262, 0.0030066245037555905, 50.958540027208]","[0.019894654647958594, 0.003362168796477502, 50.957889086117106]","[0.020194868355087665, 0.00352028127935403, 50.95644532470907]","[0.01999329941572615, 0.0033525267034273565, 50.956743359263875]","[0.020731981636354858, 0.003119624926461211, 50.95203098367667]","[0.025527140268830437, 0.003105428791885107, 50.88400612420322]","[0.026624968123222636, 0.003496388278420696, 50.818065716646004]","[0.022373855126661468, 0.0038772819423580182, 50.793458016251314]"
58,58,58,0.3509187551107597,0.0501464726680738,0.1854623458818,0.0147692147720485,52.83192742845158,"[0.015462194790815575, 0.001344812842908574, 53.52533956605935]","[0.035387511634013935, 0.0023817151240175046, 53.466252637912795]","[0.041313912907639125, 0.0025703256103752595, 53.418110215341656]","[0.035293221222052557, 0.002230853535125382, 53.3414984853698]","[0.047001331171110605, 0.0026391053127758014, 52.776816141560225]","[0.026808415249909723, 0.0029546985071572758, 52.321097653644706]","[0.029844030157762106, 0.004311571332180879, 52.29611102426317]","[0.015421828925783239, 0.0032075073690687335, 52.22247597412098]","[0.03046202628363615, 0.0052357786840567635, 52.143586767295545]"
59,59,59,0.0911264966326305,0.3684289955714577,0.0350345670044703,0.1688616950529532,40.5798583228277,"[0.0039790893935076005, 0.03236820254181677, 40.5791212551036]","[0.004446953663608662, 0.03229880956663404, 40.57915756491953]","[0.00514812564734377, 0.03236965216306052, 40.579605816928236]","[0.0061181096981237125, 0.03252210779435204, 40.58021401142955]","[0.006951447778245187, 0.03256976191609212, 40.58067089574611]","[0.006898534997183978, 0.03248555188947367, 40.580587937309105]","[0.006477716543706174, 0.03249463805058306, 40.58035669387051]","[0.0056995256000123805, 0.032604555228809846, 40.580037195774686]","[0.004424931750847448, 0.03274626697941551, 40.57953437570323]"
60,60,60,0.0679045674743214,0.0274101334035912,0.0339719516135988,0.0257983090977284,43.300221638493454,"[0.005536106722390229, 0.004790530851105951, 43.300246985383815]","[0.005671224019318075, 0.0049057304951347904, 43.300227124247364]","[0.005710896651689659, 0.0049811519852146, 43.3002465225154]","[0.005795111658869097, 0.005031540386295699, 43.300240596406496]","[0.0059666931257283855, 0.005109653287710081, 43.30021400258649]","[0.005978569301318898, 0.0051975673683779975, 43.30022636135142]","[0.005989185181328071, 0.005273727553766492, 43.30021749519247]","[0.006291534957677612, 0.005335356862912148, 43.30018991359086]","[0.006589380727940235, 0.005307170262816164, 43.300185804558375]"
61,61,61,0.0846890500092256,0.4511005870909538,0.0243653128127075,0.2315457035054842,37.86310179437575,"[0.0040575480403426175, 0.04477885559901215, 37.8607340456977]","[0.0030041835241426313, 0.04466477482943373, 37.860376401435175]","[0.0021822829171344194, 0.044631115383079005, 37.86105069946872]","[0.0028003995581623235, 0.04482577419352674, 37.86191655628955]","[0.004274553530776597, 0.04502078010253217, 37.86283335135525]","[0.005379419197286683, 0.04499074247310691, 37.86382771910596]","[0.006337979033493691, 0.04502285132770432, 37.864818401961216]","[0.006941376777867842, 0.0451585680756295, 37.86543770722002]","[0.006020882667124015, 0.04512884674436671, 37.86607508794761]"
62,62,62,0.0588337869303062,0.0287446570800645,0.0326598379356316,0.0212087975074115,43.75349489250098,"[0.006052427585886741, 0.003430849828463847, 43.75355877176288]","[0.00599739767654087, 0.00362337037541286, 43.7535175092413]","[0.005978472705795794, 0.0038392384097572147, 43.753400770448486]","[0.005904751701290071, 0.004045395627386999, 43.75337660366878]","[0.0056965857577459976, 0.00421245352953865, 43.75346760395216]","[0.005687723318124188, 0.00437034640880821, 43.75356222488321]","[0.005875091068349228, 0.004479607250345502, 43.753564881066545]","[0.005733473657638058, 0.004549021408209299, 43.75350536093931]","[0.0053911887616383694, 0.00462570585843387, 43.75348450708627]"
63,63,63,0.1298414670074033,0.5354914822462599,0.018923586214537,0.1615122997454813,41.56136640579553,"[0.003562319965314917, 0.030495040129789302, 41.56105782489115]","[0.0033081848209329553, 0.030544915794450466, 41.560888197305424]","[0.003227800944301317, 0.03051564699228805, 41.56154410458893]","[0.0033259677443654174, 0.030455816723830877, 41.56147284431246]","[0.0033174540804900197, 0.03048040818294222, 41.56091917571421]","[0.003129122444746141, 0.030593980000757432, 41.56168371777686]","[0.0031376519228166924, 0.030625563817286854, 41.56164640213225]","[0.003320177526255574, 0.03058790004622102, 41.561288764991886]","[0.0031410901880604704, 0.030599050632344155, 41.56166199798542]"
64,64,64,0.0407405693241778,0.0630049070254383,0.0246935630100406,0.0197266585616909,42.45628752844485,"[0.003626321129320523, 0.0033346408178323577, 42.45635599811118]","[0.0038904327552024254, 0.0033387908208703763, 42.45634575221609]","[0.004062324125584319, 0.003422789338630422, 42.45633778076874]","[0.004341961637336725, 0.0035589654439631487, 42.456315433229186]","[0.004513134314380206, 0.00371455720809997, 42.45631141311883]","[0.00453764672633324, 0.0038824712688977883, 42.45630162733111]","[0.004864045636399672, 0.004095229638875719, 42.45626576591751]","[0.005474491004961605, 0.004326944138103712, 42.45622572781888]","[0.005578722629017987, 0.004629181352813011, 42.45616072955872]"
65,65,65,0.1184422105475229,0.1492779232720063,0.0557602008643602,0.0932697922037254,42.95704636162364,"[0.00899638107383283, 0.01780545391179186, 42.95690387468251]","[0.008671972739121165, 0.01819347535065153, 42.956905978104594]","[0.008520486509605525, 0.018375351661417114, 42.9569246271303]","[0.009035465168089977, 0.018301303642254033, 42.95693681830834]","[0.009925343445965911, 0.018075974467791182, 42.95694806295048]","[0.010443265398669748, 0.017948199180624708, 42.95700566002179]","[0.010728287153985886, 0.018078051398051607, 42.95713431600181]","[0.010563169672132191, 0.01841891684226351, 42.95729018007404]","[0.009735759473656432, 0.018655965738525234, 42.95731971253044]"
66,66,66,0.0662629973250092,0.1160401131268353,0.031526540201846,0.0401201804705189,44.2454125261445,"[0.005269034824850934, 0.007474842156869768, 44.24560785426024]","[0.00532430512805579, 0.007408622634163098, 44.24613262044013]","[0.005364355245395559, 0.007448262936338115, 44.24609687774122]","[0.005510365391088179, 0.007542995830302729, 44.24562339153016]","[0.005533061127373714, 0.007623986757243433, 44.2454493792539]","[0.005439858612386866, 0.007690180887511246, 44.245445553020126]","[0.0056399293352269045, 0.007819982048422141, 44.24517081972647]","[0.005805440072198646, 0.007920547244895233, 44.24487652197243]","[0.005809277864573683, 0.00803069019243893, 44.24473608893217]"
67,67,67,0.1135557887975267,0.035412742637987,0.0475567551925577,0.0259366593513309,45.6760559742415,"[0.0077226742710392055, 0.004623746822844336, 45.676038698829245]","[0.007838001087132557, 0.00484870557328049, 45.67605175812759]","[0.007889701447992696, 0.004995785279988896, 45.6760474687492]","[0.008066649429089218, 0.005037574733946964, 45.67602781305509]","[0.008254992384479859, 0.005007400909487855, 45.67606317495388]","[0.00831786390382679, 0.00501057106729893, 45.67603539717839]","[0.0085106698221121, 0.005074579173724401, 45.67607275516071]","[0.008716612574004625, 0.005164755704270227, 45.676057052509655]","[0.008632314905254212, 0.005218126793187157, 45.67605952171246]"
68,68,68,0.055242732311834,0.0274155238747279,0.0298977916430666,0.0239648083288357,42.865695975207935,"[0.004604085273573629, 0.004123388888719865, 42.865663694173435]","[0.004804087238911812, 0.004337565545068177, 42.86554837009675]","[0.004901521076658113, 0.004509199948230561, 42.86570992007357]","[0.0051169039602844465, 0.004633063892509032, 42.865831426996685]","[0.00533689126181927, 0.004757240877619374, 42.865666837103625]","[0.005358795792556788, 0.004911707404681763, 42.86553057066681]","[0.005489453676531642, 0.005097708599050585, 42.86567397788939]","[0.005871277862369389, 0.0052828657794601955, 42.86583491719133]","[0.00607494810418361, 0.005351345029587276, 42.86576768888678]"
69,69,69,0.1246664022771982,0.1083186605333803,0.0483104861478595,0.0583108656928543,45.27770509013422,"[0.007826491379465809, 0.01103373891131599, 45.27773103383853]","[0.007787791163672834, 0.011254663381548166, 45.27767124853973]","[0.0077161419301878505, 0.011364892871316444, 45.277630321485645]","[0.007896111319627754, 0.01134919988394284, 45.277689730943386]","[0.008278674579794355, 0.011229504102477236, 45.277697923122766]","[0.008565156593518385, 0.011109028963789538, 45.27777077666104]","[0.0088728857909589, 0.011031154967768882, 45.27762707632307]","[0.009161387778410121, 0.010967533095001598, 45.277749326406536]","[0.009009382539558214, 0.010964513353139648, 45.27783913688996]"
70,70,70,0.0214476828849105,0.0391874364497406,0.0094045337675585,0.0030706573286671,42.79784928822759,"[0.002030061848428395, 0.00109738120000479, 42.79781652931648]","[0.0019040440983270166, 0.0008011893989987441, 42.797795065643996]","[0.0018080333984666866, 0.000525765485696237, 42.79783611377377]","[0.0016214889074081462, 0.0003277928127212156, 42.79789217990441]","[0.0015763053397253265, 0.0003060733242939411, 42.79792371833038]","[0.0015786995723407868, 0.00047820717717043503, 42.79791877327207]","[0.0014019480625123172, 0.0007402592622964845, 42.797863370681746]","[0.001367609766698616, 0.00103445185114935, 42.79779498958228]","[0.0015677381344045916, 0.0013234426090494452, 42.79780507345314]"
71,71,71,0.0779369247391946,0.0273785318093289,0.0359229413128114,0.016336172450025,44.04467102392291,"[0.006560725375288051, 0.0024495853055952702, 44.04442761373306]","[0.006460215154292872, 0.0026908329178654444, 44.044688132847845]","[0.006364589101298224, 0.0029035087388762175, 44.044671437769765]","[0.0061990289188879385, 0.00307608136688138, 44.044519847932186]","[0.006194334338342011, 0.0032265807369548337, 44.044239883787945]","[0.006220360646286613, 0.0033633580418975743, 44.04430081276895]","[0.006051240977924069, 0.0035158744624140324, 44.04489599155237]","[0.006002529704797217, 0.003668656313775565, 44.04538214484941]","[0.0061721729569878805, 0.0038038906367329002, 44.045121782326]"
72,72,72,0.0353899214647872,0.0514227102801052,0.0354673993100343,0.0438627219609133,42.215974257809606,"[0.008083310336745095, 0.00916624168145573, 42.21351060710027]","[0.007929563416233111, 0.008957970723916383, 42.213454526025366]","[0.008200140176086088, 0.00845687807404224, 42.21431200971006]","[0.007778277438547031, 0.008731873155618672, 42.2136412680785]","[0.0068693740136016234, 0.008983230541350508, 42.21190145785635]","[0.007134796528116804, 0.008719466857948494, 42.21346672120261]","[0.00994801607894015, 0.008318242204083002, 42.21664055629811]","[0.014276502584940431, 0.008880260654487845, 42.22059749598924]","[0.017640119036985657, 0.009169954773117777, 42.22349019291677]"
